experiment_id,split,config_path,accuracy,precision,recall,f1,auroc,pr_auc,avg_latency_ms,p95_latency_ms,heatmap_call_rate
patchcore_round1_baseline,test_mix,configs/exp_patchcore_round1_baseline.yaml,0.6213364595545134,0.10861423220973783,0.2543859649122807,0.15223097112860892,0.40679676186406477,0.1395614773437709,2413.5437305200003,3030.9159010648727,1.0
patchcore_round1_baseline,neu_test,configs/exp_patchcore_round1_baseline.yaml,0.3877777777777778,1.0,0.3877777777777778,0.5588470776621297,,1.0,2546.6244350539314,3480.352967977524,1.0
